time,x1,x2,u1
3.4000000000000004,0.9243456673940244,-0.27526901583399305,0.360121628586194
3.5,0.9013624822901634,-0.28230722263518715,0.32046251253485003
3.6,0.8747696564412268,-0.2891491962111345,0.27967082065873416
3.7,0.8446140165525604,-0.29567741854784435,0.23799184569303383
3.8000000000000003,0.8109744469759338,-0.30177747787844506,0.19567619530648173
3.9000000000000004,0.773960890397269,-0.3073391794059224,0.15297819546550323
4.0,0.7337131399754547,-0.31225756996063275,0.11015427015564305
4.1000000000000005,0.6903994357951503,-0.3164338748567228,0.06746130782190882
4.2,0.6442148791569973,-0.3197763455964989,0.025155024974571574
4.3,0.5953796788404546,-0.322201017451681,-0.016511662574973412
4.4,0.5441372440332045,-0.32363237632605135,-0.05729025043252273
4.5,0.4907521391225399,-0.32400393467566785,-0.09693822799329335
4.6000000000000005,0.43550791598425553,-0.3232587166307165,-0.1352206223491696
4.7,0.378704839779511,-0.32134965282713157,-0.1719114938581519
4.800000000000001,0.3206575245763449,-0.3182398858159914,-0.20679537381246343
4.9,0.2616924953467654,-0.31390298727386795,-0.23966863501215943
5.0,0.20214569304976943,-0.3083230885870445,-0.27034078648033616
5.1000000000000005,0.14235993959278145,-0.3014949267259124,-0.29863568404129065
5.2,0.08268237946686813,-0.29342380766187093,-0.32439264902123155
5.300000000000001,0.023461914773120568,-0.2841254899064952,-0.347467487918889
5.4,-0.03495334980221278,-0.27362599107032226,-0.36773340652684594
5.5,-0.09221863574843464,-0.2619613206449565,-0.38508181265964253
5.6000000000000005,-0.14799497723605803,-0.2491771425058744,-0.3994230023572445
5.7,-0.2019516497828101,-0.2353283709128326,-0.41068672517789373
5.800000000000001,-0.2537685259823137,-0.2204787040486529,-0.4188226249677921
5.9,-0.3031383437636926,-0.20470009938387015,-0.4238005532916359
6.0,-0.3497688732930181,-0.18807219538280265,-0.4256107535225856
6.1000000000000005,-0.3933849693441801,-0.17068168427460295,-0.4242639144176257
6.2,-0.4337304967541437,-0.15262164079938473,-0.41979109283914906
6.300000000000001,-0.4705701174318436,-0.1339908120032989,-0.4122435061206465
6.4,-0.5036909283068984,-0.11489287329623568,-0.40169219540824225
6.5,-0.5329039405791456,-0.09543565610055924,-0.3882275621351591
6.6000000000000005,-0.5580453916575404,-0.07573035250795798,-0.3719587805977336
6.7,-0.5789778822516487,-0.05589070242327408,-0.35301309039416023
6.800000000000001,-0.5955913321948606,-0.03603216870836339,-0.33153497325562203
6.9,-0.6078037497292974,-0.01627110584509254,-0.30768521953899636
7.0,-0.6155618101616326,0.003276072385870809,-0.28163989035611225
7.1000000000000005,-0.6188412409999088,0.022493720764979575,-0.25358918198214686
7.2,-0.6176470118969287,0.041267780666840975,-0.22373619981082177
7.300000000000001,-0.6120133289487865,0.059486583009238855,-0.19229564970268365
7.4,-0.6020034341203643,0.07704163099773934,-0.159492455101159
7.5,-0.5877092117858465,0.09382835770991464,-0.12556030876592233
7.6000000000000005,-0.5692506055742116,0.10974685375467776,-0.09074016839134823
7.7,-0.5467748498900037,0.1247025604598134,-0.0552787057367818
7.800000000000001,-0.5204555216312966,0.1386069242834591,-0.01942671919271046
7.9,-0.490491418742639,0.1513780084118042,0.016562480059151792
8.0,-0.4571052733140739,0.16294105779423987,0.052434697964989056
8.1,-0.42054230796147285,0.17322901417706155,0.08793649316743801
8.200000000000001,-0.3810686451921052,0.18218297802589717,0.12281680775769457
8.3,-0.33896958036657976,0.18975261457347947,0.156828582776076
8.4,-0.2945477297084306,0.19589650159123836,0.18973034812352454
8.5,-0.24812106558044178,0.2005824168583894,0.2212877767101995
8.6,-0.200020851937533,0.20378756368856443,0.2512751928960988
8.700000000000001,-0.15058949347533662,0.20549873326931423,0.27947702557101284
8.8,-0.10017831251767671,0.2057124029716833,0.3056891965752435
8.9,-0.04914526812171062,0.2044347701931254,0.3297204355761444
9.0,0.002147367776222278,0.20168172170487544,0.3513935129859591
9.1,0.053335362100159336,0.1974787388820639,0.3705463830307232
9.200000000000001,0.10405488502979039,0.19186073959889913,0.3870332296547213
9.3,0.15394487176198285,0.18487185796969755,0.4007254085665408
9.4,0.20264936638573344,0.17656516350698725,0.4115122793971104
9.5,0.24981983275057412,0.16700232164795614,0.41930192264304256
9.600000000000001,0.2951174174366919,0.1562531979678331,0.42402173680560085
9.700000000000001,0.33821515025721094,0.14439540875111753,0.425618911901974
9.8,0.37880006813720934,0.1315138209267354,0.42406077631635664
9.9,0.41657524871749546,0.117700004689123,0.4193350147685539
10.0,0.45126174062078084,0.10305164242196933,0.4114497560022624
10.100000000000001,0.4826003779899334,0.08767189781304355,0.40043352962855716
10.200000000000001,0.5103534676582353,0.07166874929551525,0.3863350923971044
10.3,0.5343063381352575,0.05515429217189129,0.36922312500286264
10.4,0.5542687404838847,0.038244013969772714,0.3491858013642041
10.5,0.5700760921185315,0.021056047742867092,0.3263302331241687
10.600000000000001,0.5815905555656365,0.003710408165049226,0.30078179292473534
10.700000000000001,0.5887019452886886,-0.01367178463109762,0.2726833207794849
10.8,0.5913284567846018,-0.030969088447553868,0.24219421861781643
10.9,0.5894172132991949,-0.048060524581791456,0.20948943878927143
11.0,0.5829446266796109,-0.06482636048281912,0.17475837299481167
11.100000000000001,0.5719165700732821,-0.08114888445355348,0.13820364874890168
11.200000000000001,0.5563683613889566,-0.09691316740644171,0.10003984106775649
11.3,0.5363645576476586,-0.11200780676659954,0.06049210762143001
11.4,0.5119985615625673,-0.1263256477351313,0.019794756077032433
11.5,0.4833920428889573,-0.13976447727401656,-0.021810247205841946
11.600000000000001,0.45069417827089353,-0.1522276863520366,-0.06407481759120282
11.700000000000001,0.4140807144727746,-0.1636248961975461,-0.10674633184379839
11.8,0.3737528610136801,-0.17387254453715764,-0.14956923696564092
11.9,0.3299360193135962,-0.18289442805812312,-0.19228667790369514
12.0,0.28287835650603294,-0.19062219761471966,-0.23464213371973985
12.100000000000001,0.23284923306464003,-0.19699580300348613,-0.2763810517592281
12.200000000000001,0.18013749432585274,-0.2019638844567735,-0.3172524693687193
12.3,0.12504963685940482,-0.2054841083467053,-0.3570106127910443
12.4,0.06790786143818775,-0.20752344495011385,-0.39541646301329697
12.5,0.009048025083321434,-0.2080583864970449,-0.4322392785540716
12.600000000000001,-0.05118249469518218,-0.2070751041086398,-0.4672580654517592
12.700000000000001,-0.11242700978124198,-0.20456954262217347,-0.5002629850533636
12.8,-0.17432179130510256,-0.2005474526992503,-0.5310566906011505
12.9,-0.23649838492895353,-0.19502436001510867,-0.5594555840697709
13.0,-0.2985859567399812,-0.18802547173009204,-0.5852909852166164
13.100000000000001,-0.3602136547304509,-0.17958552084604934,-0.6084102053695974
13.200000000000001,-0.4210129707458765,-0.16974854944816625,-0.6286775190858557
13.3,-0.4806200877804803,-0.15856763222397172,-0.6459750274681171
13.4,-0.5386781975939906,-0.14610454203351494,-0.6602034076183492
13.5,-0.5948397738147471,-0.13242935967553304,-0.671282543436658
13.600000000000001,-0.6487687859798655,-0.11762003035146404,-0.6791520337322786
13.700000000000001,-0.7001428403420159,-0.10176186967013015,-0.6837715743982209
13.8,-0.7486552337417678,-0.08494702235864648,-0.685121212206638
13.9,-0.7940169074014525,-0.06727387714754543,-0.6832014686030908
14.0,-0.835958288137507,-0.04884644157831734,-0.6780333327093901
14.100000000000001,-0.8742310052092112,-0.029773680737769034,-0.6696581235812353
14.200000000000001,-0.9086094718179877,-0.010168824154158672,-0.6581372226031239
14.3,-0.9388923211379132,0.00985135470649004,-0.643551677733615
14.4,-0.964903687689239,0.030167281730457,-0.6260016821336736
14.5,-0.9864943258566001,0.050657343473830885,-0.605605930514272
14.600000000000001,-1.0035425583958568,0.07119866163344524,-0.5825008573215329
14.700000000000001,-1.0159550488615001,0.0916678757133667,-0.5568397616334537
14.8,-1.023667393013316,0.11194192887690056,-0.5287918243668482
14.9,-1.0266445254193162,0.13189885195397139,-0.49854102408190243
